LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address,ZCTA5,GEOID,votes_dem,votes_rep,pct_dem_lead
20096900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3032,Rite Aid #3032,2148 LAKE AVENUE,ASHTABULA,OH,440043436,Ashtabula,"(41.88286979999999, -80.7987931)","2148 LAKE AVENUE, ASHTABULA, OH 440043436",44004,39007-ASHTABULA 3-A,55,51,3.7
20169000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3041,Rite Aid #3041,28600 CHAGRIN BLVD,BEACHWOOD,OH,44122,Cuyahoga,"(41.4618831, -81.47726349999999)","28600 CHAGRIN BLVD, BEACHWOOD, OH 44122",44122,39035-WOODMERE A,307,41,75.4
20095050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3053,Rite Aid #3053,5795 STATE ROAD,PARMA,OH,44134,Cuyahoga,"(41.4054165, -81.70981479999999)","5795 STATE ROAD, PARMA, OH 44134",44134,39035-PARMA 4-A,433,328,13.6
20094850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3058,Rite Aid #3058,2020 WEST STATE STREET,FREMONT,OH,43420,Sandusky,"(41.3576842, -83.1372923)","2020 WEST STATE STREET, FREMONT, OH 43420",43420,39143-FREMONT CITY 2-B,192,188,1
20405650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3060,Rite Aid #3060,614 BRADSHAW AVENUE,E. LIVERPOOL,OH,43920,Columbiana,"(40.6203124, -80.5763494)","614 BRADSHAW AVENUE, E. LIVERPOOL, OH 43920",43920,39029-E LIVERPOOL 2-A,161,231,-17.4
20096950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3062,Rite Aid #3062,"2154 ELM ROAD, N.E.",WARREN,OH,44483,Trumbull,"(41.2538736, -80.7905384)","2154 ELM ROAD, N.E., WARREN, OH 44483",44483,39155-HOWLAND TWP A,275,263,2.2
20162850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3091,Rite Aid #3091,14701 PEARL RD,STRONGSVILLE,OH,44136-5026,Cuyahoga,"(41.3079902, -81.83447559999999)","14701 PEARL RD, STRONGSVILLE, OH 44136-5026",44136,39035-STRONGSVILLE 4-A,577,619,-3.5
20349200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3095,Rite Aid #3095,242 LINCOLN WAY WEST,MASSILLON,OH,44647,Stark,"(40.7965526, -81.52715769999999)","242 LINCOLN WAY WEST, MASSILLON, OH 44647",44647,39151-MASSILLON 2-D,207,309,-19.5
20405450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3102,Rite Aid #3102,304 HARDING WAY WEST,GALION,OH,44833,Crawford,"(40.7343909, -82.7936507)","304 HARDING WAY WEST, GALION, OH 44833",44833,39033-GALION 1A,145,397,-46.2
20097050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3109,Rite Aid #3109,"1560 PARKMAN ROAD, N.W.",WARREN,OH,44485,Trumbull,"(41.24494869999999, -80.8422781)","1560 PARKMAN ROAD, N.W., WARREN, OH 44485",44485,39155-WARREN CITY 1B,227,192,8.3
20094200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3123,Rite Aid #3123,307 BOARDMAN-CANFIELD ROAD,YOUNGSTOWN,OH,445124702,Mahoning,"(41.0235943, -80.67296979999999)","307 BOARDMAN-CANFIELD ROAD, YOUNGSTOWN, OH 445124702",44512,39099-BOARDMAN 22,395,380,1.9
20355450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3134,Rite Aid #3134,3700 NORTH DIXIE DRIVE,DAYTON,OH,454145235,Montgomery,"(39.8007648, -84.19352669999999)","3700 NORTH DIXIE DRIVE, DAYTON, OH 454145235",45414,39113-HARRISON N,161,352,-36.5
20144900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3139,Rite Aid #3139,1320 E. STROOP ROAD,KETTERING,OH,45429,Montgomery,"(39.6882117, -84.14376)","1320 E. STROOP ROAD, KETTERING, OH 45429",45429,39113-KETTERING 3-H,367,422,-6.8
20147800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3143,Rite Aid #3143,1540 CANTON ROAD,AKRON,OH,44312,Summit,"(41.0244546, -81.4215983)","1540 CANTON ROAD, AKRON, OH 44312",44250,39153-LAKEMORE VILL A,324,397,-10
20097150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3146,Rite Aid #3146,693 MCCARTNEY ROAD,YOUNGSTOWN,OH,44505,Mahoning,"(41.0898906, -80.5898112)","693 MCCARTNEY ROAD, YOUNGSTOWN, OH 44505",44405,39099-CAMPBELL CITY 4 B,367,147,42.1
20162550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3147,Rite Aid #3147,4914 YOUNGSTOWN-POLAND ROAD,YOUNGSTOWN,OH,44514,Mahoning,"(41.0506241, -80.6163414)","4914 YOUNGSTOWN-POLAND ROAD, YOUNGSTOWN, OH 44514",44514,39099-YOUNGSTOWN CITY 7 D,327,285,6.8
20185150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3151,Rite Aid #3151,325 E. WATERLOO ROAD,AKRON,OH,44319-1252,Summit,"(41.0292091, -81.5157187)","325 E. WATERLOO ROAD, AKRON, OH 44319-1252",44319,39153-AKRON 07-F,397,312,11.8
20185450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3155,Rite Aid,29000 LORAIN ROAD,NORTH OLMSTED,OH,44070-4016,Cuyahoga,"(41.4081897, -81.94229179999999)","29000 LORAIN ROAD, NORTH OLMSTED, OH 44070-4016",44070,39035-NORTH OLMSTED 1-A,547,491,5.3
20184900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3163,Rite Aid #3163,21800 LIBBY ROAD,MAPLE HEIGHTS,OH,44137,Cuyahoga,"(41.4164077, -81.52811500000001)","21800 LIBBY ROAD, MAPLE HEIGHTS, OH 44137",44137,39035-MAPLE HEIGHTS 6-B,672,60,83.2
20184700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3167,Rite Aid #3167,304 EAST STATE STREET,ALLIANCE,OH,446014938,Stark,"(40.9022891, -81.10085889999999)","304 EAST STATE STREET, ALLIANCE, OH 446014938",44601,39151-ALLIANCE 3-C,418,481,-6.9
20373600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3179,Rite Aid #3179,1626 E. PERRY STREET,PORT CLINTON,OH,434521332,Ottawa,"(41.5136814, -82.91985919999999)","1626 E. PERRY STREET, PORT CLINTON, OH 434521332",43452,39123-PORT CLINTON 4A,316,317,-0.2
20362750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3181,Rite Aid #3181,14973 SOUTH AVENUE,COLUMBIANA,OH,44408,Columbiana,"(40.9009867, -80.69571069999999)","14973 SOUTH AVENUE, COLUMBIANA, OH 44408",44408,39099-BEAVER TWP 4,340,660,-31.6
20732150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3246,Rite Aid #3246,2916 LINDEN AVENUE,DAYTON,OH,454103027,Montgomery,"(39.7476214, -84.14061129999999)","2916 LINDEN AVENUE, DAYTON, OH 454103027",45410,39113-DAYTON 10-E,277,273,0.7
20717600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3266,Rite Aid #3266,117 SOUTH MAIN STREET,FREDERICKTOWN,OH,43019,Knox,"(40.4770675, -82.5415577)","117 SOUTH MAIN STREET, FREDERICKTOWN, OH 43019",43019,39083-FREDERICKTOWN A,62,183,-49.2
20708800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3357,Rite Aid #3357,4 EAST WALTON STREET,WILLARD,OH,448909419,Huron,"(41.0531109, -82.7262906)","4 EAST WALTON STREET, WILLARD, OH 448909419",44890,39077-WILLARD 4,229,503,-36.9
20755200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3365,Rite Aid #3365,479 MAIN STREET,GRAFTON,OH,44044,Lorain,"(41.2828236, -82.06446269999999)","479 MAIN STREET, GRAFTON, OH 44044",44044,39093-GRAFTON VLG 3/4,292,562,-31.2
20757300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3466,Rite Aid #3466,109 JEFFERSON STREET,GREENFIELD,OH,45123,Highland,"(39.3526408, -83.3797319)","109 JEFFERSON STREET, GREENFIELD, OH 45123",45123,39071-GREENFIELD S,177,441,-42.2
20751000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3468,Rite Aid #3468,340 WEST MAIN STREET,CARROLLTON,OH,44615,Carroll,"(40.575214, -81.0901087)","340 WEST MAIN STREET, CARROLLTON, OH 44615",44615,39019-CARROLLTON A,179,477,-44.5
20766050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3603,Rite Aid #3603,220 THIRD STREET,WELLSVILLE,OH,43968,Columbiana,"(40.6106585, -80.6422539)","220 THIRD STREET, WELLSVILLE, OH 43968",43968,39029-WELLSVILLE 1,66,109,-24.2
20776450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3700,Rite Aid #3700,"114 12TH STREET, N.E.",CANTON,OH,447041024,Stark,"(40.8088069, -81.37128899999999)","114 12TH STREET, N.E., CANTON, OH 447041024",44702,39151-CANTON CITY 2-C,164,81,32.9
20139300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #408,Rite Aid #408,540 EAST MIDLOTHIAN BLVD.,YOUNGSTOWN,OH,44502,Mahoning,"(41.0612304, -80.644536)","540 EAST MIDLOTHIAN BLVD., YOUNGSTOWN, OH 44502",44502,39099-YOUNGSTOWN CITY 7 C,455,124,56.4
21015250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4245,Rite Aid #4245,142 BROAD STREET,ELYRIA,OH,44035,Lorain,"(41.3671586, -82.1013945)","142 BROAD STREET, ELYRIA, OH 44035",44035,39093-ELYRIA CITY 5-A,267,150,27.2
20942100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4247,Rite Aid #4247,218 CHESTNUT STREET,COSHOCTON,OH,438121131,Coshocton,"(40.2756559, -81.868235)","218 CHESTNUT STREET, COSHOCTON, OH 438121131",43812,39031-COSHOCTON 2-A,194,310,-22.7
20964250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4278,Rite Aid #4278,16207 DETROIT AVENUE,LAKEWOOD,OH,44107,Cuyahoga,"(41.4848708, -81.8112489)","16207 DETROIT AVENUE, LAKEWOOD, OH 44107",44107,39035-LAKEWOOD 2-E,712,225,51.3
20916750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4279,Rite Aid #4279,15596 WEST HIGH STREET,MIDDLEFIELD,OH,440629292,Geauga,"(41.4633058, -81.0856132)","15596 WEST HIGH STREET, MIDDLEFIELD, OH 440629292",44062,39055-MIDDLEFIELD VILL A,261,519,-32.7
20932550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4280,Rite Aid #4280,325 WEST BROAD STREET,NEWTON FALLS,OH,44444,Trumbull,"(41.1886096, -80.98076329999999)","325 WEST BROAD STREET, NEWTON FALLS, OH 44444",44444,39155-NEWTON FALLS VLG 1A,245,317,-12.7
20947500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4296,Rite Aid #4296,"1403 WOOSTER ROAD, WEST",BARBERTON,OH,442037374,Summit,"(41.00601, -81.6392987)","1403 WOOSTER ROAD, WEST, BARBERTON, OH 442037374",44203,39153-BARBERTON 6-C,248,343,-15.7
20989800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4580,Rite Aid #4580,4580 LIBERTY AVENUE,VERMILION,OH,440891912,Lorain,"(41.4256017, -82.34785959999999)","4580 LIBERTY AVENUE, VERMILION, OH 440891912",44089,39093-VERMILION CITY 1-A,270,336,-10.6
20978600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4605,Rite Aid #4605,4205 EAST MARKET STREET,WARREN,OH,44484,Trumbull,"(41.2377304, -80.7657151)","4205 EAST MARKET STREET, WARREN, OH 44484",44484,39155-WARREN CITY 3K,429,483,-5.8
20953950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4683,Rite Aid #4683,2709 BROADWAY AVENUE,LORAIN,OH,44052,Lorain,"(41.4457126, -82.16456590000001)","2709 BROADWAY AVENUE, LORAIN, OH 44052",44052,39093-LORAIN CITY 5-B,354,149,40
21014950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4708,Rite Aid #4708,501 E. EMMITT AVENUE,WAVERLY,OH,45690,Pike,"(39.1309828, -82.9807155)","501 E. EMMITT AVENUE, WAVERLY, OH 45690",45690,39131-WAVERLY WARD 1 GOVT CENTER,119,257,-36.1
20969550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4726,Rite Aid #4726,1914 BAILEY ROAD,CUYAHOGA FALLS,OH,44221,Summit,"(41.132749, -81.466422)","1914 BAILEY ROAD, CUYAHOGA FALLS, OH 44221",44221,39153-CUYAHOGA FALLS 1-A,511,300,25.8
21019300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4736,Rite Aid #4736,301 NORTH MAIN STREET,FINDLAY,OH,45840,Hancock,"(41.0446294, -83.6495934)","301 NORTH MAIN STREET, FINDLAY, OH 45840",45840,39063-FINDLAY 4B,164,256,-21.1
21022700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4748,Rite Aid #4748,3875 SALEM AVENUE,DAYTON,OH,45406,Montgomery,"(39.7974183, -84.2508974)","3875 SALEM AVENUE, DAYTON, OH 45406",45406,39113-HARRISON H,572,100,68.8
20984300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4766,Rite Aid #4766,2853 GROVE AVENUE,LORAIN,OH,44055,Lorain,"(41.4454127, -82.119593)","2853 GROVE AVENUE, LORAIN, OH 44055",44055,39093-LORAIN CITY 6-D,466,219,35.1
21014300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4832,Rite Aid #4832,1045 WHEELING AVENUE,CAMBRIDGE,OH,43725,Guernsey,"(40.0251111, -81.58536959999999)","1045 WHEELING AVENUE, CAMBRIDGE, OH 43725",43725,39059-CAMBRIDGE 4-B,207,375,-28.4
21030150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #4937,Rite Aid #4937,334 WEST PERKINS AVE,SANDUSKY,OH,44870,Erie,"(41.4324924, -82.70474759999999)","334 WEST PERKINS AVE, SANDUSKY, OH 44870",44870,39043-PERKINS TWP 06,327,385,-8.1
20358500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #712,Rite Aid #712,5 EAST ASHTABULA STREET,JEFFERSON,OH,440471109,Ashtabula,"(41.7428305, -80.7689836)","5 EAST ASHTABULA STREET, JEFFERSON, OH 440471109",44047,39007-JEFF VILL 2,237,435,-28.7
20124950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #794,Rite Aid #794,900 UNION BLVD.,ENGLEWOOD,OH,45322-2221,Montgomery,"(39.8614986, -84.3107904)","900 UNION BLVD., ENGLEWOOD, OH 45322-2221",45322,39113-ENGLEWOOD C,283,305,-3.7
20180650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,"RITE AID OF OHIO, INC. #1167",Rite Aid #1167,633 SOUTH BROADWAY,GENEVA,OH,44041,Ashtabula,"(41.7966512, -80.9467542)","633 SOUTH BROADWAY, GENEVA, OH 44041",44041,39007-GENEVA 6,153,226,-18.8
20181100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,"RITE AID OF OHIO, INC. #1186",Rite Aid #1186,1805 SOUTH LIMESTONE STREET,SPRINGFIELD,OH,45505,Clark,"(39.903572, -83.811099)","1805 SOUTH LIMESTONE STREET, SPRINGFIELD, OH 45505",45506,39023-SPRINGFIELD CITY 08,611,127,64.9
20182500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,"RITE AID OF OHIO, INC. #1198",Rite Aid #1198,1502 EXECUTIVE DRIVE,ST. MARYS,OH,45885,Auglaize,"(40.55291460000001, -84.4094387)","1502 EXECUTIVE DRIVE, ST. MARYS, OH 45885",45885,39011-ST MARYS 2B,199,672,-54.1
20183600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,"RITE AID OF OHIO, INC. #1217",Rite Aid #1217,5765 SECOR ROAD,TOLEDO,OH,43623,Lucas,"(41.7203057, -83.6251489)","5765 SECOR ROAD, TOLEDO, OH 43623",43623,39095-TOLEDO 23I,292,248,8.1
20144850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,"RITE AID OF OHIO, INC. #449",Rite Aid #449,590 WEST MAIN STREET,NEW LEBANON,OH,453451426,Montgomery,"(39.7451467, -84.3966568)","590 WEST MAIN STREET, NEW LEBANON, OH 453451426",45345,39113-JACK/NEW LEBANON A,116,371,-51.2
20129400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,"RITE AID OF OHIO, INC. #703",Rite Aid #703,2704 BELMONT AVENUE,YOUNGSTOWN,OH,445051820,Trumbull,"(41.1340829, -80.6662443)","2704 BELMONT AVENUE, YOUNGSTOWN, OH 445051820",44505,39155-LIBERTY TWP E,413,373,5
20350950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #1187,Rite Aid #1187,564 MCADAMS DRIVE,NEW CARLISLE,OH,45344,Clark,"(39.9361699, -84.0254913)","564 MCADAMS DRIVE, NEW CARLISLE, OH 45344",45344,39023-CARL 1,240,511,-35.3
20391400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #1433,Rite Aid #1433,99 WHITTLESEY AVENUE,NORWALK,OH,44857,Huron,"(41.2454546, -82.6186389)","99 WHITTLESEY AVENUE, NORWALK, OH 44857",44857,39077-NORWALK 3-A,128,201,-21.9
20413050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #1570,Rite Aid #1570,6512 FRANKLIN AVENUE,CLEVELAND,OH,441022912,Cuyahoga,"(41.4823361, -81.73087749999999)","6512 FRANKLIN AVENUE, CLEVELAND, OH 441022912",44102,39035-CLEVELAND 15-M,481,79,70.9
20430200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #1635,Rite Aid #1635,306 E. MAIN ST.,POMEROY,OH,457691023,Meigs,"(39.0286344, -82.03046169999999)","306 E. MAIN ST., POMEROY, OH 457691023",45769,39105-POMEROY 1,41,118,-47.2
20088450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #2314,Rite Aid #2314,1605 BROADWAY STREET,TOLEDO,OH,43609,Lucas,"(41.6302581, -83.5563992)","1605 BROADWAY STREET, TOLEDO, OH 43609",43609,39095-TOLEDO 17E,149,73,33.6
21140750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #3191,Rite Aid #3191,530 WEST MARKET STREET,TIFFIN,OH,44883,Seneca,"(41.112797, -83.1994086)","530 WEST MARKET STREET, TIFFIN, OH 44883",44883,39147-TIFFIN 3-B,159,279,-26.9
21302400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #7728,Rite Aid #7728,722-740 SOUTH MAIN STREET,BOWLING GREEN,OH,434023830,Wood,"(41.3643717, -83.6509272)","722-740 SOUTH MAIN STREET, BOWLING GREEN, OH 434023830",43402,39173-BOWLING GREEN 3-G,537,293,28.5
21913100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID PHARMACY #7928,Rite Aid #7928,3230 WEST ELM STREET,LIMA,OH,45805,Allen,"(40.737421, -84.1640602)","3230 WEST ELM STREET, LIMA, OH 45805",45805,39003-AMERICAN TWP K (0042),167,332,-32.6
232000375,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,Walgreen Co.,Walgreens #21398,1782 N High St,Columbus,OH,43201-1144,Franklin,"(39.9987254, -83.0074042)","1782 N High St, Columbus, OH 43201-1144",43201,39049-COLUMBUS 41-E,387,109,54.7
22854150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #17303,4402 SUNSET BLVD.,STEUBENVILLE,OH,43952,Jefferson,"(40.3724126, -80.6811117)","4402 SUNSET BLVD., STEUBENVILLE, OH 43952",43953,39081-STEUBENVILLE 6-1,175,404,-38.6
21211250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21311,840 Brittain Rd,Akron,OH,44305-1307,Summit,"(41.08560910000001, -81.4675177)","840 Brittain Rd, Akron, OH 44305-1307",44305,39153-AKRON 10-B,439,206,35.6
22854350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #18289,400 PUBLIC ROAD,YORKVILLE,OH,43971,Jefferson,"(40.1587556, -80.7063762)","400 PUBLIC ROAD, YORKVILLE, OH 43971",43971,39081-YORKVILLE,116,181,-21.5
20800050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21321,4546 Mayfield Rd,South Euclid,OH,44121-4043,Cuyahoga,"(41.51945630000001, -81.5164703)","4546 Mayfield Rd, South Euclid, OH 44121-4043",44121,39035-SOUTH EUCLID 3-D,476,221,36.2
20800150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21259,14501 Euclid Ave,East Cleveland,OH,44112-3426,Cuyahoga,"(41.5317248, -81.5809536)","14501 Euclid Ave, East Cleveland, OH 44112-3426",44112,39035-EAST CLEVELAND 3-E,316,12,91.3
20800000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21316,6401 Broadway Ave,Cleveland,OH,44105,Cuyahoga,"(41.4626473, -81.644862)","6401 Broadway Ave, Cleveland, OH 44105",44105,39035-CLEVELAND 12-D,238,24,79.9
21233150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREEN #21338,6300 E. MAIN STREET,REYNOLDSBURG,OH,43068,Franklin,"(39.9551624, -82.83025459999999)","6300 E. MAIN STREET, REYNOLDSBURG, OH 43068",43213,39049-REYNOLDSBURG 1-A,440,200,36.8
21070550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21370,5045 N Main St,Dayton,OH,45415-3636,Montgomery,"(39.81692049999999, -84.2288384)","5045 N Main St, Dayton, OH 45415-3636",45415,39113-HARRISON D,682,349,32
21708650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21360,2654 Mccartney Rd,Youngstown,OH,44505,Mahoning,"(41.0907259, -80.592201)","2654 Mccartney Rd, Youngstown, OH 44505",44505,39099-YOUNGSTOWN CITY 2 D,533,81,73
20796400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #21290,15500 Broadway Ave,Maple Heights,OH,44137-1120,Cuyahoga,"(41.4172891, -81.57329519999999)","15500 Broadway Ave, Maple Heights, OH 44137-1120",44137,39035-MAPLE HEIGHTS 3-B,520,123,61.4
22854250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS,WALGREENS #19910,1820 FRANKLIN STREET,TORONTO,OH,43964,Jefferson,"(40.451793, -80.6118429)","1820 FRANKLIN STREET, TORONTO, OH 43964",43964,39081-TORONTO 1-A,233,493,-35.4
20132900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #00274,,3822 PAXTON AVE,CINCINNATI,OH,45209,Hamilton,"(39.1459273, -84.4278523)","3822 PAXTON AVE, CINCINNATI, OH 45209",45209,39061-CINCINNATI 02-K,794,307,43.6
