Business_Name,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp,Median_Income_Dollars,Mean_Income_Dollars,Public Address Street,Public Address City,Full Address,Geo,ZCTA5,Places_ID,GEOID
"PharMerica – Worthington, OH",43085,272,147,29.6,"24,847","25,907",,"$112,474.00 ","$145,592.00 ",720 Lakeview Plaza Blvd H H,Columbus,"720 Lakeview Plaza Blvd H H, Columbus, OH 43085, USA","40.1145156,-82.99777870000001",43085,ChIJ98f4k17zOIgRJ_Ju16CknT4,39049-WORTHINGTON 4-D
Discount Drug Mart #16 Pharmacy,44890,229,503,-36.9,"9,388","10,249",74.2,"$64,971.00 ","$79,960.00 ",307 Walton St E Pharmacy,Willard,"307 Walton St E Pharmacy, Willard, OH 44890, USA","41.0418655,-82.7302597",44890,ChIJr6y8h2qJOYgRREt-l31OWnA,39077-WILLARD 4
Ohio Health,44903,219,202,4,"25,245","26,515",72.5,"$65,421.00 ","$81,446.00 ",335 Glessner Ave,Mansfield,"335 Glessner Ave, Mansfield, OH 44903, USA","40.7525748,-82.5280879",44903,ChIJyx2imPzqOYgRC20DZoAx7BE,39139-MANSFIELD 3-A
Kroger Pharmacy,43338,91,224,-41.2,"9,395","10,174",,"$69,794.00 ","$87,534.00 ",555 W Marion St,Mt Gilead,"555 W Marion St, Mt Gilead, OH 43338, USA","40.5472684,-82.846499",43338,ChIJIUZV3uioOYgR_-M8_yfCuRc,39117-MT GILEAD VLG SW
Rx,43074,357,625,-26.8,"15,135","15,902",79.9,"$109,541.00 ","$125,591.00 ",,Sunbury,"Sunbury, OH 43074, USA","40.2461404,-82.8682896",43074,ChIJM5sJFSxYOIgRbX94Mg1NNJw,39041-SUNBURY D
Kroger Pharmacy,44905,221,643,-47.7,"10,371","11,285",73.5,"$55,716.00 ","$66,663.00 ",1060 Ashland Rd,Mansfield,"1060 Ashland Rd, Mansfield, OH 44905, USA","40.7740831,-82.47584049999999",44905,ChIJzS2PBODrOYgRQNh1-YQPgzs,39139-MADISON I
Walgreens Pharmacy,44906,258,253,1,"15,955","16,813",76.8,"$51,358.00 ","$61,676.00 ",1000 Park Ave W,Mansfield,"1000 Park Ave W, Mansfield, OH 44906, USA","40.7596573,-82.5523639",44906,ChIJCfYsFijrOYgRZfqf-yxpGqM,39139-MANSFIELD 4-B
Hursh Drugs,44902,165,307,-29.5,"4,221","4,557",66.7,"$31,619.00 ","$58,175.00 ",90 N Diamond St,Mansfield,"90 N Diamond St, Mansfield, OH 44902, USA","40.7607479,-82.5138166",44902,ChIJo02C8KvrOYgR4zsphoRPj08,39139-MANSFIELD 5-A
Quay Drugs Inc,44833,122,301,-41.8,"15,053","16,434",75.8,"$57,234.00 ","$74,079.00 ",2 Public Sq,Galion,"2 Public Sq, Galion, OH 44833, USA","40.733522,-82.789745",44833,ChIJ1-G84XeiOYgR7eefos5uabI,39033-GALION 4A
Meijer Pharmacy,44906,281,538,-30.9,"25,245","26,515",79.5,"$65,421.00 ","$81,446.00 ",1355 N Lexington-Springmill Rd,Mansfield,"1355 N Lexington-Springmill Rd, Mansfield, OH 44906, USA","40.789193,-82.5927359",44903,ChIJ9e0pwpCUOYgRkI1rnJfWJyA,39139-ONTARIO 1-A
Kroger Pharmacy,44907,399,620,-21.5,"14,118","15,021",80.4,"$44,033.00 ","$64,002.00 ",1500 Lexington Ave,Mansfield,"1500 Lexington Ave, Mansfield, OH 44907, USA","40.7187943,-82.54921499999999",44907,ChIJ3WN4hqfqOYgREhXzwk60EhU,39139-MANSFIELD 1-D
CVS Pharmacy,44907,386,739,-31,"14,118","15,021",80.4,"$44,033.00 ","$64,002.00 ",1411 Lexington Ave,Mansfield,"1411 Lexington Ave, Mansfield, OH 44907, USA","40.720143799999995,-82.5438772",44907,ChIJQyv046DqOYgR4sbY77p7mEc,39139-MANSFIELD 1-E
Kroger Pharmacy,44906,258,253,1,"15,955","16,813",76.8,"$51,358.00 ","$61,676.00 ",1240 Park Ave W,Mansfield,"1240 Park Ave W, Mansfield, OH 44906, USA","40.7608885,-82.56096300000002",44906,ChIJe8LVYdXqOYgRgW-DJNXc7Vs,39139-MANSFIELD 4-B
Lane Drug Company 02403,44907,341,500,-18.7,"14,118","15,021",74.1,"$44,033.00 ","$64,002.00 ",875 Lexington Ave,Mansfield,"875 Lexington Ave, Mansfield, OH 44907, USA","40.733103,-82.5340415",44907,ChIJNaif8JPqOYgRHvv8PfmTr8c,39139-MANSFIELD 2-F
Towne Pharmacy,44907,287,340,-8.3,"14,118","15,021",79.1,"$44,033.00 ","$64,002.00 ",283 Cline Ave,Mansfield,"283 Cline Ave, Mansfield, OH 44907, USA","40.747139399999995,-82.527501",44907,ChIJ07donfrqOYgRFP89RVLSkkk,39139-MANSFIELD 2-A
Kroger Pharmacy,43015,394,390,0.5,"54,684","58,425",77.9,"$99,622.00 ","$124,802.00 ",1840 Columbus Pike,Delaware,"1840 Columbus Pike, Delaware, OH 43015, USA","40.2646109,-83.07085099999999",43015,ChIJ0wRRGaj6OIgR_JOHcDb8GP8,39041-DELAWARE CITY 3-E
Walmart Pharmacy,44903,151,496,-52.8,"25,245","26,515",80.3,"$65,421.00 ","$81,446.00 ",2485 Possum Run Rd,Mansfield,"2485 Possum Run Rd, Mansfield, OH 44903, USA","40.6920297,-82.5080976",44903,ChIJw2nCYLfBOYgRO4LponkM1r4,39139-WASHINGTON D
CVS Pharmacy,44906,258,253,1,"15,955","16,813",76.8,"$51,358.00 ","$61,676.00 ",1049 W 4th St,Mansfield,"1049 W 4th St, Mansfield, OH 44906, USA","40.7654339,-82.55235689999999",44906,ChIJZdRWay_rOYgRDaQdazVfFbk,39139-MANSFIELD 4-B
"Kristen M. Simons, RPH",44833,145,397,-46.2,"15,053","16,434",75.8,"$57,234.00 ","$74,079.00 ",304 Harding Way W,Galion,"304 Harding Way W, Galion, OH 44833, USA","40.7343188,-82.7934769",44833,ChIJI_XM-Z2YOYgR3rcl6EKsDSk,39033-GALION 1A
Essentra Pharmacy,43334,236,673,-47.2,"5,791","6,263",,"$84,510.00 ","$104,587.00 ",73 Sportmans Dr Suite B,Marengo,"73 Sportmans Dr Suite B, Marengo, OH 43334, USA","40.3781711,-82.82936819999999",43334,ChIJx7UNKZpUOIgRlRX3TyQVk6g,39117-BENNINGTON TWP WEST
CVS Pharmacy,44905,172,560,-52,"10,371","11,285",68.8,"$55,716.00 ","$66,663.00 ",755 Ashland Rd,Mansfield,"755 Ashland Rd, Mansfield, OH 44905, USA","40.770888899999996,-82.486063",44905,ChIJUbhFtdzrOYgRunm9GlB3QMw,39139-MADISON D
CVS Pharmacy,44903,281,538,-30.9,"25,245","26,515",79.5,"$65,421.00 ","$81,446.00 ",2205 Walker Lake Rd,Mansfield,"2205 Walker Lake Rd, Mansfield, OH 44903, USA","40.7857864,-82.59396939999999",44903,ChIJExOUb5GUOYgR8ESDpW0xOT4,39139-ONTARIO 1-A
Third Street Family Health Services Pharmacy,44906,258,253,1,"15,955","16,813",70.5,"$51,358.00 ","$61,676.00 ",600 W 3rd St First Floor,Mansfield,"600 W 3rd St First Floor, Mansfield, OH 44906, USA","40.7606204,-82.53749719999999",44906,ChIJNRrl_AjrOYgRaon37jDTwNs,39139-MANSFIELD 4-B
Avita Health System - Ontario Pharmacy,44906,343,683,-32.7,"15,955","16,813",76.6,"$51,358.00 ","$61,676.00 ",600 Richland Mall,Ontario,"600 Richland Mall, Ontario, OH 44906, USA","40.7692312,-82.5935971",44906,ChIJuWbI8O-UOYgR-gT0n4zO1xY,39139-ONTARIO 3-A
Shrivers Pharmacy,44842,229,626,-45.3,"5,152","5,497",78,"$71,524.00 ","$81,422.00 ",202 W Main St,Loudonville,"202 W Main St, Loudonville, OH 44842, USA","40.6357815,-82.23523399999999",44842,ChIJg4a9akDfOYgRtZI-HxHL9EM,39005-LOUDONVILLE 2
Delanys Helathcare,44906,258,253,1,"15,955","16,813",70.5,"$51,358.00 ","$61,676.00 ",680 Park Ave W,Mansfield,"680 Park Ave W, Mansfield, OH 44906, USA","40.7593947,-82.5404291",44906,ChIJVVXFISDrOYgRayROtbK7dF8,39139-MANSFIELD 4-B
Towne Pharmacy,44805,255,458,-28,"28,017","30,537",80.9,"$62,058.00 ","$78,280.00 ",849 Smith Rd,Ashland,"849 Smith Rd, Ashland, OH 44805, USA","40.85776570000001,-82.3290284",44805,ChIJ29Rt087kOYgRgU-93d5AbWI,39005-ASHLAND CITY 1-A
Lane Drug Company 02419,43338,160,310,-30.9,"9,395","10,174",,"$69,794.00 ","$87,534.00 ",510 W Marion St,Mt Gilead,"510 W Marion St, Mt Gilead, OH 43338, USA","40.549059899999996,-82.8449763",43338,ChIJTzLCo-moOYgR4dUCweodeCA,39117-MT GILEAD VLG NW
Samaritan Hospital Pharmacy,44805,213,308,-17.8,"28,017","30,537",75.4,"$62,058.00 ","$78,280.00 ",1025 Center St,Ashland,"1025 Center St, Ashland, OH 44805, USA","40.8591516,-82.31007629999999",44805,ChIJVw08L6zkOYgRSgKpmzX6DMg,39005-ASHLAND CITY 3-A
Lane Drug Company 02416,43050,203,426,-34.6,"27,757","29,792",78.7,"$65,044.00 ","$84,087.00 ",4 Newark Rd,Mt Vernon,"4 Newark Rd, Mt Vernon, OH 43050, USA","40.3854036,-82.48544919999999",43050,ChIJIUcpB640OIgR3GZkq16_xkM,39083-MOUNT VERNON 1-C
The Medicine Shoppe,44907,287,340,-8.3,"14,118","15,021",79.1,"$44,033.00 ","$64,002.00 ",283 Cline Ave,Mansfield,"283 Cline Ave, Mansfield, OH 44907, USA","40.747133999999996,-82.5275042",44907,ChIJAQDQd_DqOYgRqwugIMQ3x9Y,39139-MANSFIELD 2-A
Wellspring Custom Pharmacy & Health Source,44906,281,538,-30.9,"15,955","16,813",76.6,"$51,358.00 ","$61,676.00 ",1987 W 4th St SUITE 200,Ontario,"1987 W 4th St SUITE 200, Ontario, OH 44906, USA","40.771103,-82.5854552",44906,ChIJjQe2ZvCUOYgRvM56oDaqmGc,39139-ONTARIO 1-A
Genoa Healthcare,44907,341,500,-18.7,"14,118","15,021",74.1,"$44,033.00 ","$64,002.00 ",741 Scholl Rd p1,Mansfield,"741 Scholl Rd p1, Mansfield, OH 44907, USA","40.7363176,-82.5270422",44907,ChIJ15J0BaPrOYgRxzeJmk_GuPY,39139-MANSFIELD 2-F
Walmart Pharmacy,44906,343,683,-32.7,"15,955","16,813",76.6,"$51,358.00 ","$61,676.00 ",359 N Lexington-Springmill Rd,Ontario,"359 N Lexington-Springmill Rd, Ontario, OH 44906, USA","40.7619014,-82.5946451",44906,ChIJKzUnauKUOYgRGd0_s8LnV_k,39139-ONTARIO 3-A
Northside Pharmacy,43050,236,546,-38.9,"27,757","29,792",75.5,"$65,044.00 ","$84,087.00 ",749 N Sandusky St,Mt Vernon,"749 N Sandusky St, Mt Vernon, OH 43050, USA","40.410621,-82.49610600000001",43050,ChIJ03NwA7zLOYgRF7rnNsGbZlI,39083-MOUNT VERNON 4-B
MEND Pharmacy,43050,150,429,-46.8,"27,757","29,792",79.8,"$65,044.00 ","$84,087.00 ",112 Harcourt Rd STE 2,Mt Vernon,"112 Harcourt Rd STE 2, Mt Vernon, OH 43050, USA","40.3930945,-82.5079734",43050,ChIJ1ZxgFpbLOYgRYRCJ3EXHhNQ,39083-CLINTON C
Ontario Internal Medicine And Family Practice,44906,343,683,-32.7,"15,955","16,813",76.6,"$51,358.00 ","$61,676.00 ",600 Richland Mall,Ontario,"600 Richland Mall, Ontario, OH 44906, USA","40.7692312,-82.5935971",44906,ChIJNcXSJ-WUOYgRqYXWJAuFu_s,39139-ONTARIO 3-A
Foster's Healthmart Pharmacy,43011,234,565,-40.7,"6,606","6,869",,"$97,929.00 ","$115,511.00 ",4584 Columbus Rd,Centerburg,"4584 Columbus Rd, Centerburg, OH 43011, USA","40.3086438,-82.6894579",43011,ChIJReIrmIlOOIgReVWCZHXY_dI,39083-CENTERBURG
Ontario Internal Medicine And Family Practice,44906,281,538,-30.9,"15,955","16,813",76.6,"$51,358.00 ","$61,676.00 ",2003 W 4th St Suite 125,Ontario,"2003 W 4th St Suite 125, Ontario, OH 44906, USA","40.771256699999995,-82.58649369999999",44906,ChIJ__-PgeiUOYgRfugU8V3-yKI,39139-ONTARIO 1-A
Avita Crestline Pharmacy,44827,141,396,-46.5,"6,763","6,982",76.7,"$53,089.00 ","$67,389.00 ",385 N Seltzer St,Crestline,"385 N Seltzer St, Crestline, OH 44827, USA","40.7872042,-82.7361471",44827,ChIJpzZCrZSZOYgRXIAZ0ZJ5cH8,39033-CRESTLINE 2A
"Unity Pharmacy (Inside Buehler’s), Ashland, Ohio",44805,240,470,-32.1,"28,017","30,537",76.8,"$62,058.00 ","$78,280.00 ",1055 Sugarbush Dr,Ashland,"1055 Sugarbush Dr, Ashland, OH 44805, USA","40.860017,-82.2814046",44805,ChIJT61N0N3jOYgRbxrmbUr3YHM,39005-ASHLAND CITY 3-C
Delanys Healthcare,44903,219,202,4,"15,955","16,813",77.5,"$51,358.00 ","$61,676.00 ",390 Marion Ave,Mansfield,"390 Marion Ave, Mansfield, OH 44903, USA","40.7532217,-82.5349897",44906,ChIJe88JV-HqOYgRozz9TrZ-HkE,39139-MANSFIELD 3-A
"Daniel L. Fitch, LPN",44805,255,458,-28,"28,017","30,537",80.9,"$62,058.00 ","$78,280.00 ",1211 Claremont Ave,Ashland,"1211 Claremont Ave, Ashland, OH 44805, USA","40.857236799999995,-82.32996039999999",44805,ChIJd8wDIc_kOYgROtqtxpc7eKk,39005-ASHLAND CITY 1-A
Dikon Group,44903,209,181,7.1,"25,245","26,515",75.2,"$65,421.00 ","$81,446.00 ",70 Bowman St,Mansfield,"70 Bowman St, Mansfield, OH 44903, USA","40.7817794,-82.52331029999999",44903,ChIJq_FKG3TrOYgRFP07SD-swy0,39139-MANSFIELD 4-D
KCH Eastside Pharmacy,43050,212,401,-30.4,"27,757","29,792",,"$65,044.00 ","$84,087.00 ",1451 Yauger Rd,Mt Vernon,"1451 Yauger Rd, Mt Vernon, OH 43050, USA","40.3982861,-82.4478086",43050,ChIJd1yFYs_NOYgRMpzfYC7L7nM,39083-MOUNT VERNON 3-C
Community Markets Plymouth Pharmacy,44865,75,233,-49.4,"2,716","3,123",78.4,"$73,173.00 ","$83,977.00 ",262 Sandusky St,Plymouth,"262 Sandusky St, Plymouth, OH 44865, USA","41.0027122,-82.66834390000001",44865,ChIJ4TxYIueJOYgRi6hfVD_fR9I,39077-PLYMOUTH VLG
CVS Pharmacy,43031,214,510,-39.8,"13,107","13,870",,"$109,652.00 ","$137,386.00 ",797 W Coshocton St,Johnstown,"797 W Coshocton St, Johnstown, OH 43031, USA","40.144565,-82.7059645",43031,ChIJaWhqOWxDOIgRuWLSqJcIXsg,39089-JOHNSTOWN VLG B
Third Street Family Health Services,44903,258,253,1,"15,955","16,813",70.5,"$51,358.00 ","$61,676.00 ",600 W 3rd St,Mansfield,"600 W 3rd St, Mansfield, OH 44903, USA","40.7606841,-82.5373412",44906,ChIJjRSUqR_rOYgRQhKh71qcdic,39139-MANSFIELD 4-B
Premier Pharmacy,44654,256,694,-45.1,"11,923","19,917",76.6,"$75,195.00 ","$96,169.00 ",2105 Glen Dr,Millersburg,"2105 Glen Dr, Millersburg, OH 44654, USA","40.5439368,-81.9135787",44654,ChIJm7Mp_VttN4gR6YtfkpX7s5g,39075-MILLERSBURG EAST
Walgreens Pharmacy,44647,207,309,-19.5,"44,898","47,424",74.6,"$66,767.00 ","$86,753.00 ",110 Lincoln Way W,Massillon,"110 Lincoln Way W, Massillon, OH 44647, USA","40.7965155,-81.5242624",44646,ChIJ_1kPU_AnN4gRbih3nXBZ3IQ,39151-MASSILLON 2-D
Walmart Pharmacy,44654,256,694,-45.1,"11,923","19,917",76.6,"$75,195.00 ","$96,169.00 ",1640 S Washington St,Millersburg,"1640 S Washington St, Millersburg, OH 44654, USA","40.5334605,-81.91954840000001",44654,ChIJE2TWkZhtN4gRhFnrzSIJ7xw,39075-MILLERSBURG EAST
CVS Pharmacy,44676,157,447,-47.2,"4,050","5,626",78.3,"$73,668.00 ","$88,601.00 ",119 N Market St,Shreve,"119 N Market St, Shreve, OH 44676, USA","40.6817494,-82.0226179",44676,ChIJQ5HDC-BpN4gRkiWGN5Urm90,39169-CLINTON TWP 2 SHREVE
Main Street Pharmacy & Wellness Center,44667,279,519,-29.5,"11,500","13,592",71.9,"$72,402.00 ","$89,641.00 ",120 N Main St,Orrville,"120 N Main St, Orrville, OH 44667, USA","40.8410442,-81.76416979999999",44667,ChIJL4F12LswN4gRohXwSZoY5dc,39169-ORRVILLE CITY 1
Meijer Pharmacy,44691,227,553,-41.2,"41,458","43,786",81.1,"$71,319.00 ","$85,956.00 ",4845 Burbank Rd,Wooster,"4845 Burbank Rd, Wooster, OH 44691, USA","40.8591212,-81.9495709",44691,ChIJL80AJJVJN4gRpgm3_FUr5u0,39169-WAYNE TWP 3
Scriptshop Pharmacy,44662,353,698,-32.4,"9,074","9,695",77.9,"$69,387.00 ","$82,879.00 ",4254 Erie Ave SW,Navarre,"4254 Erie Ave SW, Navarre, OH 44662, USA","40.7470468,-81.51648949999999",44662,ChIJp9VG5V8nN4gRUoE-xY_HRaE,39151-PERRY 04
Heritage Square Pharmacy,44614,382,566,-19.1,"12,455","12,915",79.6,"$83,143.00 ","$100,798.00 ",977 Cherry St E,Canal Fulton,"977 Cherry St E, Canal Fulton, OH 44614, USA","40.8964225,-81.5873172",44614,ChIJUyY0n-IrN4gR_ftlzREhieQ,39151-CANAL FULTON D
Mast Pharmacy,44676,157,447,-47.2,"4,050","5,626",78.3,"$73,668.00 ","$88,601.00 ",119 N Market St,Shreve,"119 N Market St, Shreve, OH 44676, USA","40.6817445,-82.0225719",44676,ChIJkyqXSB5oN4gRdlt6Vcy94Ao,39169-CLINTON TWP 2 SHREVE
CVS Pharmacy,44691,414,428,-1.6,"41,458","43,786",77.1,"$71,319.00 ","$85,956.00 ",2284 Back Orrville Rd,Wooster,"2284 Back Orrville Rd, Wooster, OH 44691, USA","40.8291155,-81.9077913",44691,ChIJkdLOGtNHN4gRmsg0E30XiVg,39169-WOOSTER CITY 3-A
CVS Pharmacy,44667,279,519,-29.5,"11,500","13,592",71.9,"$72,402.00 ","$89,641.00 ",415 N Main St,Orrville,"415 N Main St, Orrville, OH 44667, USA","40.8440614,-81.7646297",44667,ChIJN3ru-rgwN4gRs_s-5id06b4,39169-ORRVILLE CITY 1
Brewster Family Pharmacy,44613,149,338,-38.1,"1,880","1,914",78,"$57,318.00 ","$73,804.00 ",360 Wabash Ave N,Brewster,"360 Wabash Ave N, Brewster, OH 44613, USA","40.7178375,-81.5944435",44613,ChIJNYRm91shN4gRTFUhlZS3Li0,39151-SUGARCREEK B
Wooster Community Pharmacy,44691,456,377,9.3,"41,458","43,786",77.4,"$71,319.00 ","$85,956.00 ",1761 Beall Ave,Wooster,"1761 Beall Ave, Wooster, OH 44691, USA","40.8208781,-81.93243",44691,ChIJAeaBqhVGN4gRXXp-eNovZJ0,39169-WOOSTER CITY 2-D
Walmart Pharmacy,44691,504,637,-11.5,"41,458","43,786",81.1,"$71,319.00 ","$85,956.00 ",3883 Burbank Rd,Wooster,"3883 Burbank Rd, Wooster, OH 44691, USA","40.8476225,-81.9415471",44691,ChIJ9U3wr69IN4gRAfEfwbBGzV4,39169-WOOSTER CITY 3-C
Heidi's Pharmacy,44691,326,408,-10.9,"41,458","43,786",81.1,"$71,319.00 ","$85,956.00 ",3431 Commerce Pkwy Suite D,Wooster,"3431 Commerce Pkwy Suite D, Wooster, OH 44691, USA","40.841250699999996,-81.94644900000002",44691,ChIJKwsit8lJN4gRwjd_sn1eXCY,39169-WOOSTER CITY 3-E
ThornCherry Pharmacy,44646,207,270,-13,"44,898","47,424",76.9,"$66,767.00 ","$86,753.00 ",1607 Amherst Rd NE,Massillon,"1607 Amherst Rd NE, Massillon, OH 44646, USA","40.8157021,-81.51654669999999",44646,ChIJQa-l7OUpN4gRN8R38dKEiFM,39151-MASSILLON 2-B
Marc's Pharmacy,44646,207,270,-13,"44,898","47,424",76.9,"$66,767.00 ","$86,753.00 ",1413 Amherst Rd NE,Massillon,"1413 Amherst Rd NE, Massillon, OH 44646, USA","40.8141464,-81.5176063",44646,ChIJpanGHQIoN4gRyhHzt5PxtNw,39151-MASSILLON 2-B
Walmart Pharmacy,44646,353,698,-32.4,"44,898","47,424",78.4,"$66,767.00 ","$86,753.00 ",1 Massillon Marketplace Dr SW,Massillon,"1 Massillon Marketplace Dr SW, Massillon, OH 44646, USA","40.7659545,-81.52254529999999",44646,ChIJoXhwSn8nN4gRBjxsLsrgKfM,39151-PERRY 04
Unity Pharmacy & Wellness Clinic Buehler’s,44691,326,408,-10.9,"41,458","43,786",81.1,"$71,319.00 ","$85,956.00 ",3540 Burbank Rd,Wooster,"3540 Burbank Rd, Wooster, OH 44691, USA","40.8423462,-81.9447758",44691,ChIJU4RRUO1JN4gRlcb6vzO66S8,39169-WOOSTER CITY 3-E
Weyrauch's Pharmacy,44636,223,898,-59.6,"3,995","7,883",77.6,"$72,754.00 ","$90,163.00 ",4959 Kidron Rd,Kidron,"4959 Kidron Rd, Kidron, OH 44636, USA","40.7395199,-81.74549999999999",44606,ChIJvau6TWU8N4gRl0nGoi230ZE,39169-SUGAR CREEK TWP 1
Medicap® Pharmacy,44647,233,361,-21.1,"17,076","17,851",74.6,"$65,974.00 ","$77,050.00 ",2012 Lincoln Way W NW,Massillon,"2012 Lincoln Way W NW, Massillon, OH 44647, USA","40.795342999999995,-81.5477427",44647,ChIJNei148UnN4gR2p853YTa8-A,39151-MASSILLON 6-C
Marc's Pharmacy,44691,401,437,-4.2,"41,458","43,786",77.1,"$71,319.00 ","$85,956.00 ",1799 Portage Rd,Wooster,"1799 Portage Rd, Wooster, OH 44691, USA","40.827501999999996,-81.9141874",44691,ChIJq6qqjS1GN4gRuyjBZPvpjVY,39169-WOOSTER CITY 2-A
Genoa Healthcare,44691,401,437,-4.2,"41,458","43,786",77.1,"$71,319.00 ","$85,956.00 ",2285 Benden Dr,Wooster,"2285 Benden Dr, Wooster, OH 44691, USA","40.8223939,-81.90613239999999",44691,ChIJX3TsQ8xHN4gRLByIKssZxgI,39169-WOOSTER CITY 2-A
Affirmed First-Aid & Safety,44614,382,566,-19.1,"12,455","12,915",80.1,"$83,143.00 ","$100,798.00 ",10868 Portage St NW,Canal Fulton,"10868 Portage St NW, Canal Fulton, OH 44614, USA","40.8811323,-81.5536219",44614,ChIJf2TiuYQpN4gRk2hCrAivWrs,39151-CANAL FULTON D
Giant Eagle Pharmacy,44614,290,509,-27.2,"12,455","12,915",80.1,"$83,143.00 ","$100,798.00 ",2275 Locust St,Canal Fulton,"2275 Locust St, Canal Fulton, OH 44614, USA","40.8816487,-81.5695368",44614,ChIJM9xqmz0pN4gR1r0fLZv0zwM,39151-LAWRENCE 4
Marc's,44691,401,437,-4.2,"41,458","43,786",77.1,"$71,319.00 ","$85,956.00 ",1799 Portage Rd,Wooster,"1799 Portage Rd, Wooster, OH 44691, USA","40.8269781,-81.9137492",44691,ChIJ9RuQtdxHN4gRmmRBWXGcgWo,39169-WOOSTER CITY 2-A
Salvation Army Millersburg Services,44654,256,694,-45.1,"11,923","19,917",76.6,"$75,195.00 ","$96,169.00 ",187 S Clay St,Millersburg,"187 S Clay St, Millersburg, OH 44654, USA","40.552161,-81.917129",44654,ChIJD4_ZV6xtN4gROw7ByKrNqgc,39075-MILLERSBURG EAST
Marc's Stores,44646,207,270,-13,"44,898","47,424",76.9,"$66,767.00 ","$86,753.00 ",1413 Amherst Rd NE,Massillon,"1413 Amherst Rd NE, Massillon, OH 44646, USA","40.814144,-81.517488",44646,ChIJOanGHQIoN4gRkHykOWXBUEE,39151-MASSILLON 2-B
K-C Institutional Pharmacy,44613,149,338,-38.1,"1,880","1,914",78,"$57,318.00 ","$73,804.00 ",360 Wabash Ave N,Brewster,"360 Wabash Ave N, Brewster, OH 44613, USA","40.7178694,-81.5944128",44613,ChIJj5KltIghN4gRzX7wEsSWiEc,39151-SUGARCREEK B
Pediatric Consultants,44805,242,563,-39.1,"28,017","30,537",77.1,"$62,058.00 ","$78,280.00 ",1522 Claremont Ave,Ashland,"1522 Claremont Ave, Ashland, OH 44805, USA","40.854539200000005,-82.3369022",44805,ChIJAQCEidrkOYgRkOlFJrewOkY,39005-ASHLAND CITY 1-C
COVID-19 Drive-Thru Testing at Walgreens,44647,207,309,-19.5,"44,898","47,424",74.6,"$66,767.00 ","$86,753.00 ",110 Lincoln Way W,Massillon,"110 Lincoln Way W, Massillon, OH 44647, USA","40.7965017,-81.5241899",44646,ChIJlVBrFvMnN4gRpy9kQ5uBjSw,39151-MASSILLON 2-D
CVS Pharmacy,44708,295,262,5.8,"15,360","16,445",72.3,"$55,474.00 ","$65,712.00 ",2210 Tuscarawas St W,Canton,"2210 Tuscarawas St W, Canton, OH 44708, USA","40.7991974,-81.3982328",44706,ChIJ7UVGKHbaNogRZd-FF8QB_ms,39151-CANTON CITY 5-D
Absolute Pharmacy,44646,429,669,-21.7,"44,898","47,424",79.8,"$66,767.00 ","$86,753.00 ",5735 Wales Ave NW,Massillon,"5735 Wales Ave NW, Massillon, OH 44646, USA","40.8650142,-81.48519309999999",44646,ChIJraDinVnVNogRkAgKYXwXIzs,39151-JACKSON 04
BioScrip Infusion Services,44718,291,297,-1,"12,261","12,695",,"$86,171.00 ","$134,455.00 ",4324 Dressler Rd NW,Canton,"4324 Dressler Rd NW, Canton, OH 44718, USA","40.843987,-81.43432",44718,ChIJEfOTZdbWNogRMdAP8VuLxSk,39151-JACKSON 03
IGA Pharmacy,44657,282,639,-38.3,"8,823","9,481",77.6,"$60,490.00 ","$80,702.00 ",206 E Lincolnway,Minerva,"206 E Lincolnway, Minerva, OH 44657, USA","40.730397599999996,-81.1022383",44657,ChIJw880JQy5NogRJBdBOgeB80Q,39151-PARIS A
The Pharmacy,44720,198,276,-16.3,"37,939","39,290",80.5,"$81,045.00 ","$109,914.00 ",,Jackson Township,"Jackson Township, OH 44720, USA","40.8751359,-81.4347414",44720,ChIJkeLXKazWNogRbMtmqihslTQ,39151-JACKSON 08
Massillon Family Pharmacy,44685,343,407,-8.5,"27,642","28,570",,"$100,094.00 ","$123,091.00 ",4016 Massillon Rd B,Uniontown,"4016 Massillon Rd B, Uniontown, OH 44685, USA","40.951853199999995,-81.46646160000002",44685,ChIJq375fNnUNogRb_04gCgtL9Y,39153-GREEN 3-B
Aultman Hospital,44710,244,200,9.8,"7,475","8,253",72.3,"$50,453.00 ","$58,047.00 ",2600 6th St SW,Canton,"2600 6th St SW, Canton, OH 44710, USA","40.7966979,-81.40286669999999",44710,ChIJD5fg83TaNogRb72ZQ-EoibQ,39151-CANTON CITY 3-C
Walgreens Pharmacy,44703,164,81,32.9,"7,791","8,423",74.7,"$31,950.00 ","$43,557.00 ",1223 Cleveland Ave NW,Canton,"1223 Cleveland Ave NW, Canton, OH 44703, USA","40.8099602,-81.3770918",44703,ChIJUYgsi2TQNogR2shjDmnIeR8,39151-CANTON CITY 2-C
Elixir Pharmacy,44720,198,276,-16.3,"37,939","39,290",,"$81,045.00 ","$109,914.00 ",7835 Freedom Ave NW,North Canton,"7835 Freedom Ave NW, North Canton, OH 44720, USA","40.8945216,-81.42994759999999",44720,ChIJuSXUTgjUNogRItMEDrgCK00,39151-JACKSON 08
