Business_Name,Address,Geo,Operational_Status,Places_ID
Cleveland Clinic - Union Hospital,"659 Boulevard St, Dover, OH 44622, USA","40.5147496,-81.4551342",OPERATIONAL,ChIJ_XyMhQ7jNogRpJ2-k746Fmw
Medicine Center Compounding Pharmacy New Philadelphia Ohio,"551 W High Ave, New Philadelphia, OH 44663, USA","40.4918701,-81.45616919999999",OPERATIONAL,ChIJA6WMDjrjNogRByjg9gHmb-o
Elite Pharmacy New Philadelphia,"315 E High Ave, New Philadelphia, OH 44663, USA","40.4891795,-81.4404558",OPERATIONAL,ChIJffYbPVDjNogRQtLIV6eqSgw
Walmart Pharmacy,"231 Bluebell Dr SW, New Philadelphia, OH 44663, USA","40.495532,-81.47012269999999",OPERATIONAL,ChIJ07E06dfiNogRWT_6t5yvTXw
CVS Pharmacy,"300 Oxford St, Dover, OH 44622, USA","40.5174108,-81.4687071",OPERATIONAL,ChIJaeMmfAHjNogRSLEWdzzqG8U
CVS Pharmacy,"21 Grant St, Dennison, OH 44621, USA","40.3933781,-81.336754",OPERATIONAL,ChIJM4jNBqvwNogRoECSSyhA_iY
Swiss Village Pharmacy,"309 S Broadway St, Sugarcreek, OH 44681, USA","40.501023599999996,-81.6425077",OPERATIONAL,ChIJZ2ZLjlYbN4gRA0ujRJJXJWI
Giant Eagle Pharmacy,"515 Union Ave, Dover, OH 44622, USA","40.507490399999995,-81.46287769999999",OPERATIONAL,ChIJr_PMShrjNogRr8IW61pfbeQ
Varrati Barbara,"306 W High Ave, New Philadelphia, OH 44663, USA","40.4900503,-81.4504159",OPERATIONAL,ChIJ0109-zfjNogRM-jQr3hz9OU
Premier Pharmacy,"4925 W Main St, Berlin, OH 44610, USA","40.561993699999995,-81.79946199999999",OPERATIONAL,ChIJpyGOrQETN4gR2WTLdpd36D8
Premier Pharmacy,"126 N Broadway St, Sugarcreek, OH 44681, USA","40.5039665,-81.6406244",OPERATIONAL,ChIJC1ZEPJwbN4gRod7zxxXo0KA
Medi Wise Long Term Care Pharmacy,"130 1/2, 130 W High Ave, New Philadelphia, OH 44663, USA","40.489481999999995,-81.4465675",OPERATIONAL,ChIJ__9PjkjjNogR5W1620Lwgr8
Mako's Pharmacy,"240 E 3rd St, Uhrichsville, OH 44683, USA","40.390753200000006,-81.3439807",OPERATIONAL,ChIJVxx43jD5NogRh-GuxJ-zP6g
Twin City Pharmacy & Gift Shoppe,"21 Grant St, Dennison, OH 44621, USA","40.3933776,-81.3367438",OPERATIONAL,ChIJyx7TBqvwNogRwKVnVAWBYD4
Mako's Market,"240 E 3rd St, Uhrichsville, OH 44683, USA","40.3908699,-81.3439875",OPERATIONAL,ChIJhzRBaf_5NogRFS6oG_1p44Y
SpringVale Health Centers,"204 S Bellevue Ave, Dover, OH 44622, USA","40.5117043,-81.4551726",OPERATIONAL,ChIJJ4bg_A3jNogRhRmL8ExCoow
Toalston Jennifer L,"551 W High Ave, New Philadelphia, OH 44663, USA","40.491938999999995,-81.4561561",OPERATIONAL,ChIJA6WMDjrjNogRuEp5zLS1xGs
Trinity West Dba Trinity Family Care Center,"82424 Cadiz-Jewett Rd, Cadiz, OH 43907, USA","40.2869027,-81.0018959",OPERATIONAL,ChIJzaJOsx2INogRI-EP7gyuECs
CherryTree Pharmacy,"3000 N Wooster Ave, Dover, OH 44622, USA","40.5516447,-81.49691659999999",OPERATIONAL,ChIJyfyER0DjNogRSLL--O9RFc4
Giant Eagle Pharmacy,"11031 State Rt. 212 - N.E, Bolivar, OH 44612, USA","40.640834399999996,-81.4422333",OPERATIONAL,ChIJuwl2bafgNogRqGfYz8r42tY
Walgreens Pharmacy,"4402 Sunset Blvd, Steubenville, OH 43952, USA","40.3724573,-80.6811386",OPERATIONAL,ChIJn4C4oYIvNIgRNaxKru6ToAg
Kroger Pharmacy,"264 S Hollywood Blvd, Steubenville, OH 43952, USA","40.3669994,-80.6398091",OPERATIONAL,ChIJJW99oi8uNIgRkSPecth45Pk
Kroger Pharmacy,"858 Main St, Wintersville, OH 43953, USA","40.3743644,-80.7035118",OPERATIONAL,ChIJzUKiT9wuNIgRBt6SeYRNTxI
Value Leader Pharmacy,"201 Luray Dr B, Wintersville, OH 43953, USA","40.38044300000001,-80.704619",OPERATIONAL,ChIJq_ptnCAvNIgRTuDUWJapiRQ
Diamond Pharmacy,"503 Cadiz Rd, Wintersville, OH 43953, USA","40.3766465,-80.7178062",OPERATIONAL,ChIJqZwxodEuNIgRotm-Tu9OsKI
CVS Pharmacy,"2217 Sunset Blvd, Steubenville, OH 43952, USA","40.369841099999995,-80.6423829",OPERATIONAL,ChIJrfh2Si4uNIgRSSBCTXtYmr8
A&B Sunset Pharmacy,"4201 Sunset Blvd, Steubenville, OH 43952, USA","40.375790099999996,-80.6785931",OPERATIONAL,ChIJQZ9aX_8uNIgRgL1nJyRI1es
Walmart Pharmacy,"100 Mall Dr, Steubenville, OH 43952, USA","40.3657798,-80.6696472",OPERATIONAL,ChIJZ0hM0FsuNIgRyspnUUutvdg
Ross Park Pharmacy West,"4100 Johnson Rd #105, Steubenville, OH 43952, USA","40.3688848,-80.65892889999999",OPERATIONAL,ChIJz3mZpkguNIgRqgS2pOwOA10
Clinic RX Supply!,"206 Three Springs Dr, Weirton, WV 26062, USA","40.402975399999995,-80.54912569999999",OPERATIONAL,ChIJwR3BKKwwNIgRNN6t2UBCr9g
Kroger Pharmacy,"91 27th St, Wellsburg, WV 26070, USA","40.2905745,-80.6090203",OPERATIONAL,ChIJi92QjvQyNIgRdUsunbSLedc
Bukmir's Pharmacy,"908 3rd St, Brilliant, OH 43913, USA","40.26350920000001,-80.6309177",OPERATIONAL,ChIJwy2uaKgyNIgR2q4cqT01uWk
Follansbee Pharmacy,"1415 Main St, Follansbee, WV 26037, USA","40.3358387,-80.59708479999999",OPERATIONAL,ChIJxUe0BYcxNIgRoXfeGjQUCYc
Walgreens Pharmacy,"1360 Cove Rd, Weirton, WV 26062, USA","40.4059782,-80.5485475",OPERATIONAL,ChIJgeIWICMxNIgRk2CxVDFKlpM
Tri-State Pharmacy,"651 Colliers Way, Weirton, WV 26062, USA","40.3931377,-80.5280616",OPERATIONAL,ChIJF3Ygr1w3NIgRQr7yMmB0AWM
Kroger Pharmacy,"100 St Thomas Dr, Weirton, WV 26062, USA","40.396736,-80.5540779",OPERATIONAL,ChIJr9_WlLEwNIgR8aqo8-JT-BI
Village Pharmacy,"204 Three Springs Dr, Weirton, WV 26062, USA","40.4022364,-80.54985649999999",OPERATIONAL,ChIJKRlAKawwNIgRm0Mfhe5HJYU
Walgreens Pharmacy,"126 12th St, Wellsburg, WV 26070, USA","40.2736751,-80.6098516",OPERATIONAL,ChIJH46iLfwzNIgRUmi4agGRMk0
Trauberts Pharmacy Medicine Shoppe,"1429 Commerce St, Wellsburg, WV 26070, USA","40.2773904,-80.60859789999999",OPERATIONAL,ChIJgRM4Cb8yNIgRQZBxkz9V_SU
Ted's Plaza Pharmacy,"265 Penco Rd, Weirton, WV 26062, USA","40.409639999999996,-80.5460432",OPERATIONAL,ChIJBWo2Y6owNIgRabzVGlQpNAk
Toronto Apothecary,"1361 Franklin St, Toronto, OH 43964, USA","40.453567,-80.607261",OPERATIONAL,ChIJwyGLtuE6NIgR7T5Efvs03BE
Walmart Pharmacy,"1950 Havemann Rd, Celina, OH 45822, USA","40.5548235,-84.5407678",OPERATIONAL,ChIJscEvnpBLPogRDYqCVAU6bs4
CVS Pharmacy,"1020 N Main St, Celina, OH 45822, USA","40.559975699999995,-84.5705728",OPERATIONAL,ChIJfdd1aE5KPogRoyQVvuljXN4
Walmart Pharmacy,"301 Towne Center Blvd, Van Wert, OH 45891, USA","40.889089,-84.5787165",OPERATIONAL,ChIJl6INOCBrPogRgtegbb0ThUQ
CVS Pharmacy,"703 W Ervin Rd, Van Wert, OH 45891, USA","40.859245699999995,-84.59307969999999",OPERATIONAL,ChIJba8issVqPogRWXaezjMlVWA
Genoa Healthcare,"1158 Westwood Dr, Van Wert, OH 45891, USA","40.854449599999995,-84.5942579",OPERATIONAL,ChIJN6KE81NrPogRyQ-qNjrcHTo
Kroger Pharmacy,"475 Fortman Dr, St Marys, OH 45885, USA","40.5542514,-84.384709",OPERATIONAL,ChIJaUuf9rlTPogRCrBnM3ffuSY
Limamemorial pharmacy,"951 Commerce Pkwy, Lima, OH 45804, USA","40.694320999999995,-84.0917855",OPERATIONAL,ChIJVVUFzi_uPogRPoeqzHt1ysE
Heartlight Pharmacy Services,"1331 N Cole St, Lima, OH 45801, USA","40.7554918,-84.1281559",OPERATIONAL,ChIJXaxDkZDzPogRWkQRnx4GmPg
Mercy Health - St. Rita's Medical Center,"730 W Market St, Lima, OH 45801, USA","40.7409355,-84.118479",OPERATIONAL,ChIJe5F0OhfyPogRvLLo64YMXM4
Walgreens Pharmacy,"701 N Cable Rd, Lima, OH 45805, USA","40.749032899999996,-84.1476318",OPERATIONAL,ChIJVzbbFMrzPogRLqBYJKEbDoY
Meijer Pharmacy,"3298 Elida Rd, Lima, OH 45805, USA","40.7713393,-84.1625073",OPERATIONAL,ChIJVwN88J_zPogRv3VeHEazmaY
Walmart Pharmacy,"1257 Bellefontaine St, Wapakoneta, OH 45895, USA","40.5620498,-84.17747179999999",OPERATIONAL,ChIJOR-mrQX8PogRJRg1Fg8yG0w
Walgreens Pharmacy,"2366 Harding Hwy, Lima, OH 45804, USA","40.7302065,-84.0622968",OPERATIONAL,ChIJUxdYd9TtPogRFjiZfmPSNY0
"Cathleen I. Garman, RPH","1302 Defiance St, Wapakoneta, OH 45895, USA","40.584434900000005,-84.206408",OPERATIONAL,ChIJ5cNEYUf5PogRLQBqdYflCGw
CVS Pharmacy,"1101 Bellefontaine St, Wapakoneta, OH 45895, USA","40.564763299999996,-84.1792744",OPERATIONAL,ChIJr4Auogb8PogRJ-F75ryksZs
Walmart Pharmacy,"2400 Harding Hwy, Lima, OH 45804, USA","40.7294274,-84.0602224",OPERATIONAL,ChIJP3jKt9TtPogRx20fYlzPYsw
CVS Pharmacy,"2620 W Breese Rd, Lima, OH 45806, USA","40.6868881,-84.1518044",OPERATIONAL,ChIJGY3i_fzwPogRGqyP6dUTOC4
Canal Health Mart Pharmacy,"102 S Broadway St, Spencerville, OH 45887, USA","40.707513,-84.354427",OPERATIONAL,ChIJTQjX1ddbPogRRrqfWhQmg74
Walmart Pharmacy,"2450 Allentown Rd, Lima, OH 45805, USA","40.7525608,-84.15225989999999",OPERATIONAL,ChIJxSZlobbzPogR_zIQVCDVU7c
Harness Health Pharmacy - St. Rita's,"730 W Market St, Lima, OH 45801, USA","40.740984499999996,-84.11861359999999",OPERATIONAL,ChIJaTqUqYDzPogRwqk9x7VKekM
Sam's Club Pharmacy,"1150 Greely Chapel Rd, Lima, OH 45804, USA","40.7248909,-84.07383639999999",OPERATIONAL,ChIJYcrCFHbuPogRRtp0tQju9Qo
Genoa Healthcare,"799 S Main St, Lima, OH 45804, USA","40.727412699999995,-84.10388499999999",OPERATIONAL,ChIJ_V8ggP_xPogReFiuXbCBm04
HomeTown Pharmacy - Pandora,"112 E Main St, Pandora, OH 45877, USA","40.9479036,-83.96160979999999",OPERATIONAL,ChIJQZWW3pCXPogRlSHPdXtpDgc
Pharmacy Solutions,"112 E Main St, Pandora, OH 45877, USA","40.9479036,-83.96160979999999",OPERATIONAL,ChIJAQDA25CXPogR62Ih3WBj6-8
Western Ohio Health Partners,"1550 N Main St, Lima, OH 45801, USA","40.762645299999996,-84.10448819999999",OPERATIONAL,ChIJpavcLXnyPogRY4Wmlnfr9HE
Eagle Dispensaries | Verilife,"502 Dixie Hwy, Wapakoneta, OH 45895, USA","40.575133,-84.1832079",OPERATIONAL,ChIJe1dOmZL7PogR5H9tY66ZNjc
Greg's Pharmacy,"112 E Main St, Pandora, OH 45877, USA","40.9479036,-83.96160979999999",OPERATIONAL,ChIJQZWW3pCXPogRmyOjXGBVNnw
Health Partners of Western Ohio,"329 N West St, Lima, OH 45801, USA","40.7435946,-84.1081536",OPERATIONAL,ChIJS7K2awDzPogRrZ02hd-H9wg
COVID-19 Drive-Thru Testing at Walgreens,"2366 Harding Hwy, Lima, OH 45804, USA","40.7302204,-84.06241399999999",OPERATIONAL,ChIJQxWa3KXtPogR8-EFp3nqztA
COVID-19 Drive-Thru Testing at Walgreens,"701 N Cable Rd, Lima, OH 45805, USA","40.749099,-84.14754909999999",OPERATIONAL,ChIJETo-E8rzPogR7ns-ZqWZkdA
Chickasaw Veterinary Center,"88 W Franklin St, Chickasaw, OH 45826, USA","40.4368328,-84.4959126",OPERATIONAL,ChIJcT7cCsSzP4gR2UeoWZ54F6E
COVID-19 Drive-Thru Testing at Walgreens,"1400 Michigan St, Sidney, OH 45365, USA","40.2882208,-84.1765485",OPERATIONAL,ChIJZSjnLPMPP4gRYzHw_5gKIxQ
Walmart Pharmacy,"1241 E Columbus St, Kenton, OH 43326, USA","40.657132700000005,-83.58370169999999",OPERATIONAL,ChIJtf-NpdMyOYgRvEVznUfSZ-4
Lane Drug Company 02363,"130 S Detroit St, Kenton, OH 43326, USA","40.6462925,-83.60948669999999",OPERATIONAL,ChIJW1TIGTzNPogR7Yzp1Cb0LUI
CVS Pharmacy,"987 E Columbus St, Kenton, OH 43326, USA","40.6532781,-83.5918587",OPERATIONAL,ChIJ5Q4fNdMyOYgRIIBQrh6wfto
Arlington Pharmacy,"106 N Main St, Arlington, OH 45814, USA","40.893712,-83.6513499",OPERATIONAL,ChIJYXN-i7mzPogRWzMZ3KwdrX4
ONU Healthwise Pharmacy,"511 W Lincoln Ave, Ada, OH 45810, USA","40.768506599999995,-83.82878559999999",OPERATIONAL,ChIJNQYI1T3HPogR93yN5PnSyKI
Mary Rutan Retail Pharmacy,"1134 N Main St 1st Floor, Bellefontaine, OH 43311, USA","40.3780715,-83.7541914",OPERATIONAL,ChIJ5ykOuoovP4gRzcoC3UVWymI
CVS Pharmacy,"126 N Main St, Bluffton, OH 45817, USA","40.8939798,-83.8909354",OPERATIONAL,ChIJC8z3Q8u9PogRJM3J2pmSLss
Community Markets Bellefontaine Pharmacy,"878 E Sandusky Ave St, Bellefontaine, OH 43311, USA","40.364656,-83.7381766",OPERATIONAL,ChIJl3LzMj4vP4gRBTR75G9idEE
Forest Pharmacy,"112 E Lima St, Forest, OH 45843, USA","40.8018955,-83.5114863",OPERATIONAL,ChIJm31HxRtLOYgRxCEzUtAEosA
Prescription Bliss,"111 W Columbus Ave, Bellefontaine, OH 43311, USA","40.3609855,-83.7603601",OPERATIONAL,ChIJg4jrb-zXOIgRQI6ra7umFWU
Kenton Community Health Center,"111 W Espy St, Kenton, OH 43326, USA","40.6412298,-83.60825690000001",OPERATIONAL,ChIJ7-SnnCTNPogR821ZFVzpB5A
COVID-19 Drive-Thru Testing at Walgreens,"101 E Sandusky Ave, Bellefontaine, OH 43311, USA","40.3629697,-83.7590281",OPERATIONAL,ChIJFbpE5WAvP4gRaoC4QepDNKQ
WPAFB Pharmacy,"2399 Oak St, Wright-Patterson AFB, OH 45433, USA","39.8095947,-84.0293422",OPERATIONAL,ChIJicaybFGdQIgRLIAIzLHbQLI
Kroger Pharmacy,"1428 Marion-Waldo Rd, Marion, OH 43302, USA","40.5630411,-83.1172309",OPERATIONAL,ChIJv91PnvcaOYgR6o7uHzYcSx4
Meijer Pharmacy,"2153 Marion-Mt Gilead Rd, Marion, OH 43302, USA","40.5788313,-83.07127299999999",OPERATIONAL,ChIJ6cCu2lEFOYgR5wfDwe8vE14
Palmetto Long Term Care Pharm,"2458 Stetzer Rd, Bucyrus, OH 44820, USA","40.8162508,-82.9399301",OPERATIONAL,ChIJJW9X6tB1OYgR_Sai8Uqiy1c
Good Neighbor Pharmacy,"Upper Sandusky, OH 43351, USA","40.828732099999996,-83.28156489999999",OPERATIONAL,ChIJkRgES5dBOYgRhgAsrjAXX54
Walmart Pharmacy,"1546 Marion-Mt Gilead Rd, Marion, OH 43302, USA","40.5838422,-83.0883102",OPERATIONAL,ChIJA0j9Qa4aOYgR6OtbidV0zZY
Kroger Pharmacy,"1608 Marion-Mt Gilead Rd, Marion, OH 43302, USA","40.5833127,-83.08628619999999",OPERATIONAL,ChIJnWhA5a4aOYgRzDSCerLOS_Q
Kroger Pharmacy,"210 E Mary St, Bucyrus, OH 44820, USA","40.8113491,-82.9732374",OPERATIONAL,ChIJvw9BZRZ0OYgR-23ROFLSVNM
Walgreens Pharmacy,"1321 Delaware Ave, Marion, OH 43302, USA","40.5649541,-83.1210163",OPERATIONAL,ChIJK5naMPYaOYgRHGS-EzSoZWE
Marion Prescription,"544 E Center St, Marion, OH 43302, USA","40.5893272,-83.1169172",OPERATIONAL,ChIJs7Z2QXkaOYgRgzmszZRr84g
CVS Pharmacy,"137 McMahan Blvd, Marion, OH 43302, USA","40.5818863,-83.0833631",OPERATIONAL,ChIJF9CWyK0aOYgRMyt5Dp5vf9E
Rx,"Delaware, OH 43015, USA","40.312394499999996,-83.1101666",OPERATIONAL,ChIJIbruXOPkOIgRtgg6xNRoB-Y
Prospect Pharmacy,"171 S Main St, Prospect, OH 43342, USA","40.4492364,-83.1895151",OPERATIONAL,ChIJt2hlJjweOYgRHKeK-ZW0i9A
Walmart Pharmacy,"1855 E Wyandot Ave, Upper Sandusky, OH 43351, USA","40.8346282,-83.2320307",OPERATIONAL,ChIJfWVf0AVqOYgRLs13-R4QgFY
CVS Pharmacy,"535 Delaware Ave, Marion, OH 43302, USA","40.5797685,-83.1272867",OPERATIONAL,ChIJXYP1gGMaOYgRxoQBVwe-MYQ
Walgreens Pharmacy at Smith Clinic,"1040 Delaware Ave, Marion, OH 43302, USA","40.570274399999995,-83.1204989",OPERATIONAL,ChIJEerJ7l8aOYgRVk345DAC-Xo
Koehler Pharmacy,"425 W Church St, Upper Sandusky, OH 43351, USA","40.8354928,-83.28719509999999",OPERATIONAL,ChIJNczZN5dBOYgR7_ZpT65gNR4
Richwood Pharmacy,"24 W Ottawa St, Richwood, OH 43344, USA","40.42659,-83.297699",OPERATIONAL,ChIJ0RNHv3bfOIgRHLlZBMwHSR4
CVS Pharmacy,"1725 W Central Ave, Delaware, OH 43015, USA","40.3085934,-83.1089425",OPERATIONAL,ChIJMRhOieLkOIgRxwW8IbJxJs8
CVS Pharmacy,"190 S Sandusky St, Delaware, OH 43015, USA","40.292459799999996,-83.068981",OPERATIONAL,ChIJuRGAd8_6OIgRZifW5lrAnb4
The Medicine Shoppe Pharmacy,"345 N Sandusky Ave, Bucyrus, OH 44820, USA","40.8118237,-82.9760874",OPERATIONAL,ChIJ2zTvuxZ0OYgRqMP-vn5YTR4
Walmart Pharmacy,"1875 E Mansfield St, Bucyrus, OH 44820, USA","40.8104854,-82.9458537",OPERATIONAL,ChIJb24zSMx1OYgRY2-lvV2btKI
Harry's Pharmacy,"930 Sheriden Dr, Carey, OH 43316, USA","40.9433848,-83.3999887",OPERATIONAL,ChIJ_y6d5uBaOYgRM8-XBYJJK3c
Walmart Pharmacy,"1760 Columbus Pike, Delaware, OH 43015, USA","40.265686599999995,-83.0735517",OPERATIONAL,ChIJ3Zjr7Kn6OIgRLSuccU6d2ww
"Sarah E. Massie, MSW","332 S Main St, Marion, OH 43302, USA","40.5841081,-83.12783139999999",OPERATIONAL,ChIJjSq7c3saOYgRuUh8ose82ig
CVS Pharmacy,"101 E Charles St, Bucyrus, OH 44820, USA","40.8049999,-82.9749374",OPERATIONAL,ChIJc9LAL2t0OYgRQiuncv-qdg8
Ohiohealth Physician Group Map Internal Medicine,"1040 Delaware Ave, Marion, OH 43302, USA","40.570274399999995,-83.1204989",OPERATIONAL,ChIJVVVVEvUaOYgROpRPbHZke-Q
Fillmore Pharmacy,"119 S Sycamore Ave, Sycamore, OH 44882, USA","40.9490698,-83.17012489999999",OPERATIONAL,ChIJ7-mX9HlmOYgRUE7hIPnk0-Y
Genoa Healthcare,"2458 Stetzer Rd Room 193, Bucyrus, OH 44820, USA","40.8161084,-82.93984789999999",OPERATIONAL,ChIJB2PGdKx1OYgRFlGnouPYeOs
Walgreens Pharmacy,"15031 US-224, Findlay, OH 45840, USA","41.055272599999995,-83.5920739",OPERATIONAL,ChIJv13iPZCrPogRv0KIWDW8ZAE
The Little Clinic,"801 N Houk Rd, Delaware, OH 43015, USA","40.3127904,-83.11025819999999",OPERATIONAL,ChIJfTjIW-PkOIgR3TGxHVi6qno
Dahms-Peters Jennifer L,"101 E Findlay St, Carey, OH 43316, USA","40.952394,-83.38260199999999",OPERATIONAL,ChIJ_y6d5uBaOYgRtfLeWrsKWso
COVID-19 Drive-Thru Testing at Walgreens,"19 London Rd, Delaware, OH 43015, USA","40.289826999999995,-83.0694423",OPERATIONAL,ChIJ__8_tMj6OIgRKkfpSQeLa_c
COVID-19 Drive-Thru Testing at Walgreens,"1321 Delaware Ave, Marion, OH 43302, USA","40.565013,-83.1210856",OPERATIONAL,ChIJq6rqMPYaOYgRAKr9KlNiyLI
"PharMerica – Worthington, OH","720 Lakeview Plaza Blvd H H, Columbus, OH 43085, USA","40.1145156,-82.99777870000001",OPERATIONAL,ChIJ98f4k17zOIgRJ_Ju16CknT4
Discount Drug Mart #16 Pharmacy,"307 Walton St E Pharmacy, Willard, OH 44890, USA","41.0418655,-82.7302597",OPERATIONAL,ChIJr6y8h2qJOYgRREt-l31OWnA
Ohio Health,"335 Glessner Ave, Mansfield, OH 44903, USA","40.7525748,-82.5280879",OPERATIONAL,ChIJyx2imPzqOYgRC20DZoAx7BE
Kroger Pharmacy,"555 W Marion St, Mt Gilead, OH 43338, USA","40.5472684,-82.846499",OPERATIONAL,ChIJIUZV3uioOYgR_-M8_yfCuRc
Rx,"Sunbury, OH 43074, USA","40.2461404,-82.8682896",OPERATIONAL,ChIJM5sJFSxYOIgRbX94Mg1NNJw
Kroger Pharmacy,"1060 Ashland Rd, Mansfield, OH 44905, USA","40.7740831,-82.47584049999999",OPERATIONAL,ChIJzS2PBODrOYgRQNh1-YQPgzs
Walgreens Pharmacy,"1000 Park Ave W, Mansfield, OH 44906, USA","40.7596573,-82.5523639",OPERATIONAL,ChIJCfYsFijrOYgRZfqf-yxpGqM
Hursh Drugs,"90 N Diamond St, Mansfield, OH 44902, USA","40.7607479,-82.5138166",OPERATIONAL,ChIJo02C8KvrOYgR4zsphoRPj08
Quay Drugs Inc,"2 Public Sq, Galion, OH 44833, USA","40.733522,-82.789745",OPERATIONAL,ChIJ1-G84XeiOYgR7eefos5uabI
Meijer Pharmacy,"1355 N Lexington-Springmill Rd, Mansfield, OH 44906, USA","40.789193,-82.5927359",OPERATIONAL,ChIJ9e0pwpCUOYgRkI1rnJfWJyA
Kroger Pharmacy,"1500 Lexington Ave, Mansfield, OH 44907, USA","40.7187943,-82.54921499999999",OPERATIONAL,ChIJ3WN4hqfqOYgREhXzwk60EhU
CVS Pharmacy,"1411 Lexington Ave, Mansfield, OH 44907, USA","40.720143799999995,-82.5438772",OPERATIONAL,ChIJQyv046DqOYgR4sbY77p7mEc
Kroger Pharmacy,"1240 Park Ave W, Mansfield, OH 44906, USA","40.7608885,-82.56096300000002",OPERATIONAL,ChIJe8LVYdXqOYgRgW-DJNXc7Vs
Lane Drug Company 02403,"875 Lexington Ave, Mansfield, OH 44907, USA","40.733103,-82.5340415",OPERATIONAL,ChIJNaif8JPqOYgRHvv8PfmTr8c
Towne Pharmacy,"283 Cline Ave, Mansfield, OH 44907, USA","40.747139399999995,-82.527501",OPERATIONAL,ChIJ07donfrqOYgRFP89RVLSkkk
Kroger Pharmacy,"1840 Columbus Pike, Delaware, OH 43015, USA","40.2646109,-83.07085099999999",OPERATIONAL,ChIJ0wRRGaj6OIgR_JOHcDb8GP8
Walmart Pharmacy,"2485 Possum Run Rd, Mansfield, OH 44903, USA","40.6920297,-82.5080976",OPERATIONAL,ChIJw2nCYLfBOYgRO4LponkM1r4
CVS Pharmacy,"1049 W 4th St, Mansfield, OH 44906, USA","40.7654339,-82.55235689999999",OPERATIONAL,ChIJZdRWay_rOYgRDaQdazVfFbk
"Kristen M. Simons, RPH","304 Harding Way W, Galion, OH 44833, USA","40.7343188,-82.7934769",OPERATIONAL,ChIJI_XM-Z2YOYgR3rcl6EKsDSk
Essentra Pharmacy,"73 Sportmans Dr Suite B, Marengo, OH 43334, USA","40.3781711,-82.82936819999999",OPERATIONAL,ChIJx7UNKZpUOIgRlRX3TyQVk6g
CVS Pharmacy,"755 Ashland Rd, Mansfield, OH 44905, USA","40.770888899999996,-82.486063",OPERATIONAL,ChIJUbhFtdzrOYgRunm9GlB3QMw
CVS Pharmacy,"2205 Walker Lake Rd, Mansfield, OH 44903, USA","40.7857864,-82.59396939999999",OPERATIONAL,ChIJExOUb5GUOYgR8ESDpW0xOT4
Third Street Family Health Services Pharmacy,"600 W 3rd St First Floor, Mansfield, OH 44906, USA","40.7606204,-82.53749719999999",OPERATIONAL,ChIJNRrl_AjrOYgRaon37jDTwNs
Avita Health System - Ontario Pharmacy,"600 Richland Mall, Ontario, OH 44906, USA","40.7692312,-82.5935971",OPERATIONAL,ChIJuWbI8O-UOYgR-gT0n4zO1xY
Shrivers Pharmacy,"202 W Main St, Loudonville, OH 44842, USA","40.6357815,-82.23523399999999",OPERATIONAL,ChIJg4a9akDfOYgRtZI-HxHL9EM
Delanys Helathcare,"680 Park Ave W, Mansfield, OH 44906, USA","40.7593947,-82.5404291",OPERATIONAL,ChIJVVXFISDrOYgRayROtbK7dF8
Towne Pharmacy,"849 Smith Rd, Ashland, OH 44805, USA","40.85776570000001,-82.3290284",OPERATIONAL,ChIJ29Rt087kOYgRgU-93d5AbWI
Lane Drug Company 02419,"510 W Marion St, Mt Gilead, OH 43338, USA","40.549059899999996,-82.8449763",OPERATIONAL,ChIJTzLCo-moOYgR4dUCweodeCA
Samaritan Hospital Pharmacy,"1025 Center St, Ashland, OH 44805, USA","40.8591516,-82.31007629999999",OPERATIONAL,ChIJVw08L6zkOYgRSgKpmzX6DMg
Lane Drug Company 02416,"4 Newark Rd, Mt Vernon, OH 43050, USA","40.3854036,-82.48544919999999",OPERATIONAL,ChIJIUcpB640OIgR3GZkq16_xkM
The Medicine Shoppe,"283 Cline Ave, Mansfield, OH 44907, USA","40.747133999999996,-82.5275042",OPERATIONAL,ChIJAQDQd_DqOYgRqwugIMQ3x9Y
Wellspring Custom Pharmacy & Health Source,"1987 W 4th St SUITE 200, Ontario, OH 44906, USA","40.771103,-82.5854552",OPERATIONAL,ChIJjQe2ZvCUOYgRvM56oDaqmGc
Genoa Healthcare,"741 Scholl Rd p1, Mansfield, OH 44907, USA","40.7363176,-82.5270422",OPERATIONAL,ChIJ15J0BaPrOYgRxzeJmk_GuPY
Walmart Pharmacy,"359 N Lexington-Springmill Rd, Ontario, OH 44906, USA","40.7619014,-82.5946451",OPERATIONAL,ChIJKzUnauKUOYgRGd0_s8LnV_k
Northside Pharmacy,"749 N Sandusky St, Mt Vernon, OH 43050, USA","40.410621,-82.49610600000001",OPERATIONAL,ChIJ03NwA7zLOYgRF7rnNsGbZlI
MEND Pharmacy,"112 Harcourt Rd STE 2, Mt Vernon, OH 43050, USA","40.3930945,-82.5079734",OPERATIONAL,ChIJ1ZxgFpbLOYgRYRCJ3EXHhNQ
Ontario Internal Medicine And Family Practice,"600 Richland Mall, Ontario, OH 44906, USA","40.7692312,-82.5935971",OPERATIONAL,ChIJNcXSJ-WUOYgRqYXWJAuFu_s
Foster's Healthmart Pharmacy,"4584 Columbus Rd, Centerburg, OH 43011, USA","40.3086438,-82.6894579",OPERATIONAL,ChIJReIrmIlOOIgReVWCZHXY_dI
